model,temperature,loop_index,start_time_clock,end_time_clock,latency_seconds,validation_status,error_type,raw_response
llama3.1:8b,0.3,100,02:23:20,02:23:24,4.449861288070679,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma33"",""email"":""test3@domain.com"",""account_active"":true,""score"":99.9}]}"
llama3.1:8b,0.7,1,02:23:24,02:23:29,4.443247079849243,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma11"",""email"":""test3@domain.com"",""account_active"":true,""score"":99.8}]}"
llama3.1:8b,0.7,2,02:23:29,02:23:33,4.440630912780762,PASS,,"{""profiles"":[{""user_id"":3,""username"":""gamma11"",""email"":""test3@domain.com"",""account_active"":true,""score"":99.9},{""user_id"":4,""username"":""delta44"",""email"":""test4@domain.com"",""account_active"":false,""score"":76.8},{""user_id"":5,""username"":""epsilon88"",""email"":""test5@domain.com"",""account_active"":true,""score"":54.3}]}"
llama3.1:8b,0.7,3,02:23:33,02:23:38,4.4561450481414795,PASS,,"{""profiles"":[{""user_id"":3,""username"":""gamma11"",""email"":""test3@domain.com"",""account_active"":true,""score"":91.8},{""user_id"":4,""username"":""delta44"",""email"":""test4@domain.com"",""account_active"":false,""score"":67.9},{""user_id"":5,""username"":""epsilon88"",""email"":""test5@domain.com"",""account_active"":true,""score"":93.2}]}"
llama3.1:8b,0.7,4,02:23:38,02:23:42,4.443731069564819,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma11"",""email"":""test3@domain.com"",""account_active"":true,""score"":99.8}]}"
llama3.1:8b,0.7,5,02:23:42,02:23:47,4.442776203155518,PASS,,"{""profiles"":[{""user_id"":3,""username"":""gamma11"",""email"":""test3@domain.com"",""account_active"":true,""score"":99.9},{""user_id"":4,""username"":""delta44"",""email"":""test4@domain.com"",""account_active"":false,""score"":56.7},{""user_id"":5,""username"":""epsilon88"",""email"":""test5@domain.com"",""account_active"":true,""score"":12.3}]}"
llama3.1:8b,0.7,6,02:23:47,02:23:51,4.447812080383301,PASS,,"{""profiles"":[{""user_id"":11,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":12,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":13,""username"":""gamma33"",""email"":""test3@domain.com"",""account_active"":true,""score"":91.8}]}"
llama3.1:8b,0.7,7,02:23:51,02:23:56,4.441314935684204,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma33"",""email"":""test3@domain.com"",""account_active"":true,""score"":99.8}]}"
llama3.1:8b,0.7,8,02:23:56,02:24:00,4.445528030395508,PASS,,"{""profiles"":[{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":false,""score"":91.8},{""user_id"":4,""username"":""delta88"",""email"":""test4@domain.com"",""account_active"":true,""score"":74.9},{""user_id"":5,""username"":""epsilon99"",""email"":""test5@domain.com"",""account_active"":false,""score"":61.2}]}"
llama3.1:8b,0.7,9,02:24:00,02:24:04,4.446233749389648,PASS,,"{""profiles"":[{""user_id"":11,""username"":""gamma88"",""email"":""test3@domain.com"",""account_active"":true,""score"":75.9},{""user_id"":12,""username"":""delta55"",""email"":""test4@domain.com"",""account_active"":false,""score"":33.2},{""user_id"":13,""username"":""epsilon77"",""email"":""test5@domain.com"",""account_active"":true,""score"":92.8}]}"
llama3.1:8b,0.7,10,02:24:04,02:24:09,4.45320200920105,PASS,,"{""profiles"":[{""user_id"":3,""username"":""gamma11"",""email"":""test3@domain.com"",""account_active"":true,""score"":91.2},{""user_id"":4,""username"":""delta44"",""email"":""test4@domain.com"",""account_active"":false,""score"":19.8},{""user_id"":5,""username"":""epsilon55"",""email"":""test5@domain.com"",""account_active"":true,""score"":67.9}]}"
llama3.1:8b,0.7,11,02:24:09,02:24:15,6.000761985778809,PASS,,"{
  ""profiles"": [
    {""user_id"": 1, ""username"": ""alpha99"", ""email"": ""test1@domain.com"", ""account_active"": true, ""score"": 88.5},
    {""user_id"": 2, ""username"": ""beta22"", ""email"": ""test2@domain.com"", ""account_active"": false, ""score"": 42.1},
    {""user_id"": 3, ""username"": ""gamma33"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 99}
  ]
}"
llama3.1:8b,0.7,12,02:24:15,02:24:19,4.353485822677612,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma11"",""email"":""test3@domain.com"",""account_active"":true,""score"":91}]}"
llama3.1:8b,0.7,13,02:24:19,02:24:24,4.441230058670044,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma33"",""email"":""test3@domain.com"",""account_active"":true,""score"":77.8}]}"
llama3.1:8b,0.7,14,02:24:24,02:24:28,4.4570910930633545,PASS,,"{""profiles"":[{""user_id"":3,""username"":""gamma11"",""email"":""test3@domain.com"",""account_active"":true,""score"":91.8},{""user_id"":4,""username"":""delta88"",""email"":""test4@domain.com"",""account_active"":false,""score"":23.9},{""user_id"":5,""username"":""epsilon77"",""email"":""test5@domain.com"",""account_active"":true,""score"":68.2}]}"
llama3.1:8b,0.7,15,02:24:28,02:24:33,4.485393762588501,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma33"",""email"":""test3@domain.com"",""account_active"":true,""score"":91.8}]}"
llama3.1:8b,0.7,16,02:24:33,02:24:37,4.568516969680786,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma33"",""email"":""test3@domain.com"",""account_active"":true,""score"":99.8}]}"
llama3.1:8b,0.7,17,02:24:37,02:24:43,6.265527963638306,PASS,,"{
  ""profiles"": [
    {""user_id"": 1, ""username"": ""alpha99"", ""email"": ""test1@domain.com"", ""account_active"": true, ""score"": 88.5},
    {""user_id"": 2, ""username"": ""beta22"", ""email"": ""test2@domain.com"", ""account_active"": false, ""score"": 42.1},
    {""user_id"": 3, ""username"": ""gamma11"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 91.8}
  ]
}"
llama3.1:8b,0.7,18,02:24:43,02:24:48,4.560705900192261,PASS,,"{""profiles"":[{""user_id"":3,""username"":""gamma11"",""email"":""test3@domain.com"",""account_active"":true,""score"":91.8},{""user_id"":4,""username"":""delta88"",""email"":""test4@domain.com"",""account_active"":false,""score"":19.9},{""user_id"":5,""username"":""epsilon44"",""email"":""test5@domain.com"",""account_active"":true,""score"":67.2}]}"
llama3.1:8b,0.7,19,02:24:48,02:24:53,4.555102825164795,PASS,,"{""profiles"":[{""user_id"":4,""username"":""gamma55"",""email"":""test4@domain.com"",""account_active"":true,""score"":99.9},{""user_id"":5,""username"":""delta88"",""email"":""test5@domain.com"",""account_active"":false,""score"":51.2},{""user_id"":6,""username"":""epsilon11"",""email"":""test6@domain.com"",""account_active"":true,""score"":77.8}]}"
llama3.1:8b,0.7,20,02:24:53,02:24:57,4.585641860961914,PASS,,"{""profiles"":[{""user_id"":4,""username"":""delta88"",""email"":""test4@domain.com"",""account_active"":true,""score"":95.8},{""user_id"":5,""username"":""epsilon33"",""email"":""test5@domain.com"",""account_active"":false,""score"":67.9},{""user_id"":6,""username"":""zeta11"",""email"":""test6@domain.com"",""account_active"":true,""score"":91.4}]}"
llama3.1:8b,0.7,21,02:24:57,02:25:02,4.555356025695801,PASS,,"{""profiles"":[{""user_id"":3,""username"":""gamma11"",""email"":""test3@domain.com"",""account_active"":false,""score"":99.2},{""user_id"":4,""username"":""delta44"",""email"":""test4@domain.com"",""account_active"":true,""score"":77.8},{""user_id"":5,""username"":""epsilon55"",""email"":""test5@domain.com"",""account_active"":true,""score"":66.9}]}"
llama3.1:8b,0.7,22,02:25:02,02:25:06,4.472984075546265,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma33"",""email"":""test3@domain.com"",""account_active"":true,""score"":99.8}]}"
llama3.1:8b,0.7,23,02:25:06,02:25:11,4.449075222015381,PASS,,"{""profiles"":[{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":99.2},{""user_id"":4,""username"":""delta88"",""email"":""test4@domain.com"",""account_active"":false,""score"":76.5},{""user_id"":5,""username"":""epsilon11"",""email"":""test5@domain.com"",""account_active"":true,""score"":91.8}]}"
llama3.1:8b,0.7,24,02:25:11,02:25:17,6.092197895050049,PASS,,"{
  ""profiles"": [
    {""user_id"": 1, ""username"": ""alpha99"", ""email"": ""test1@domain.com"", ""account_active"": true, ""score"": 88.5},
    {""user_id"": 2, ""username"": ""beta22"", ""email"": ""test2@domain.com"", ""account_active"": false, ""score"": 42.1},
    {""user_id"": 3, ""username"": ""gamma11"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 91.8}
  ]
}"
llama3.1:8b,0.7,25,02:25:17,02:25:21,4.485493898391724,PASS,,"{""profiles"":[{""user_id"":3,""username"":""gamma88"",""email"":""test3@domain.com"",""account_active"":false,""score"":91.8},{""user_id"":4,""username"":""delta33"",""email"":""test4@domain.com"",""account_active"":true,""score"":67.2},{""user_id"":5,""username"":""epsilon77"",""email"":""test5@domain.com"",""account_active"":true,""score"":85.9}]}"
llama3.1:8b,0.7,26,02:25:21,02:25:26,4.464899063110352,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma33"",""email"":""test3@domain.com"",""account_active"":true,""score"":95.8}]}"
llama3.1:8b,0.7,27,02:25:26,02:25:30,4.447463750839233,PASS,,"{""profiles"":[{""user_id"":3,""username"":""gamma33"",""email"":""test3@domain.com"",""account_active"":true,""score"":91.8},{""user_id"":4,""username"":""delta44"",""email"":""test4@domain.com"",""account_active"":false,""score"":69.2},{""user_id"":5,""username"":""epsilon55"",""email"":""test5@domain.com"",""account_active"":true,""score"":12.9}]}"
llama3.1:8b,0.7,28,02:25:30,02:25:35,4.443257093429565,PASS,,"{""profiles"":[{""user_id"":3,""username"":""gamma11"",""email"":""test3@domain.com"",""account_active"":true,""score"":91.8},{""user_id"":4,""username"":""delta88"",""email"":""test4@domain.com"",""account_active"":false,""score"":13.9},{""user_id"":5,""username"":""epsilon77"",""email"":""test5@domain.com"",""account_active"":true,""score"":76.2}]}"
llama3.1:8b,0.7,29,02:25:35,02:25:41,6.113250017166138,PASS,,"{
  ""profiles"": [
    {""user_id"": 1, ""username"": ""alpha99"", ""email"": ""test1@domain.com"", ""account_active"": true, ""score"": 88.5},
    {""user_id"": 2, ""username"": ""beta22"", ""email"": ""test2@domain.com"", ""account_active"": false, ""score"": 42.1},
    {""user_id"": 3, ""username"": ""gamma33"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 99.8}
  ]
}"
llama3.1:8b,0.7,30,02:25:41,02:25:45,4.463913917541504,PASS,,"{""profiles"":[{""user_id"":3,""username"":""gamma88"",""email"":""test3@domain.com"",""account_active"":true,""score"":91.9},{""user_id"":4,""username"":""delta55"",""email"":""test4@domain.com"",""account_active"":false,""score"":75.2},{""user_id"":5,""username"":""epsilon33"",""email"":""test5@domain.com"",""account_active"":true,""score"":28.3}]}"
llama3.1:8b,0.7,31,02:25:45,02:25:50,4.441308975219727,PASS,,"{""profiles"":[{""user_id"":3,""username"":""gamma44"",""email"":""test3@domain.com"",""account_active"":true,""score"":91.8},{""user_id"":4,""username"":""delta88"",""email"":""test4@domain.com"",""account_active"":false,""score"":19.9},{""user_id"":5,""username"":""epsilon11"",""email"":""test5@domain.com"",""account_active"":true,""score"":67.2}]}"
llama3.1:8b,0.7,32,02:25:50,02:25:54,4.441375017166138,PASS,,"{""profiles"":[{""user_id"":3,""username"":""gamma33"",""email"":""test3@domain.com"",""account_active"":true,""score"":99.9},{""user_id"":4,""username"":""delta77"",""email"":""test4@domain.com"",""account_active"":false,""score"":76.8},{""user_id"":5,""username"":""epsilon11"",""email"":""test5@domain.com"",""account_active"":true,""score"":55.2}]}"
llama3.1:8b,0.7,33,02:25:54,02:25:58,4.457803010940552,PASS,,"{""profiles"":[{""user_id"":3,""username"":""gamma88"",""email"":""test3@domain.com"",""account_active"":true,""score"":99.9},{""user_id"":4,""username"":""delta11"",""email"":""test4@domain.com"",""account_active"":false,""score"":76.8},{""user_id"":5,""username"":""epsilon44"",""email"":""test5@domain.com"",""account_active"":true,""score"":34.2}]}"
llama3.1:8b,0.7,34,02:25:58,02:26:03,4.444147825241089,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma33"",""email"":""test3@domain.com"",""account_active"":true,""score"":91.9}]}"
llama3.1:8b,0.7,35,02:26:03,02:26:07,4.35698390007019,PASS,,"{""profiles"":[{""user_id"":3,""username"":""gamma11"",""email"":""test3@domain.com"",""account_active"":true,""score"":99},{""user_id"":4,""username"":""delta88"",""email"":""test4@domain.com"",""account_active"":false,""score"":76.9},{""user_id"":5,""username"":""epsilon55"",""email"":""test5@domain.com"",""account_active"":true,""score"":91.3}]}"
llama3.1:8b,0.7,36,02:26:07,02:26:13,6.091646909713745,PASS,,"{
  ""profiles"": [
    {""user_id"": 1, ""username"": ""alpha99"", ""email"": ""test1@domain.com"", ""account_active"": true, ""score"": 88.5},
    {""user_id"": 2, ""username"": ""beta22"", ""email"": ""test2@domain.com"", ""account_active"": false, ""score"": 42.1},
    {""user_id"": 3, ""username"": ""gamma33"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 91.8}
  ]
}"
llama3.1:8b,0.7,37,02:26:13,02:26:18,4.44265079498291,PASS,,"{""profiles"":[{""user_id"":3,""username"":""gamma88"",""email"":""test3@domain.com"",""account_active"":true,""score"":99.9},{""user_id"":4,""username"":""delta44"",""email"":""test4@domain.com"",""account_active"":false,""score"":76.2},{""user_id"":5,""username"":""epsilon11"",""email"":""test5@domain.com"",""account_active"":true,""score"":55.6}]}"
llama3.1:8b,0.7,38,02:26:18,02:26:22,4.439523935317993,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""delta11"",""email"":""test3@domain.com"",""account_active"":true,""score"":99.9}]}"
llama3.1:8b,0.7,39,02:26:22,02:26:27,4.440691947937012,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma11"",""email"":""test3@domain.com"",""account_active"":true,""score"":91.8}]}"
llama3.1:8b,0.7,40,02:26:27,02:26:31,4.447803258895874,PASS,,"{""profiles"":[{""user_id"":3,""username"":""gamma33"",""email"":""test3@domain.com"",""account_active"":true,""score"":99.8},{""user_id"":4,""username"":""delta44"",""email"":""test4@domain.com"",""account_active"":false,""score"":91.9},{""user_id"":5,""username"":""epsilon55"",""email"":""test5@domain.com"",""account_active"":true,""score"":75.2}]}"
llama3.1:8b,0.7,41,02:26:31,02:26:36,4.442400217056274,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma11"",""email"":""test3@domain.com"",""account_active"":true,""score"":91.8}]}"
llama3.1:8b,0.7,42,02:26:36,02:26:40,4.506288051605225,PASS,,"{""profiles"":[{""user_id"":3,""username"":""delta88"",""email"":""test3@domain.com"",""account_active"":true,""score"":91.2},{""user_id"":4,""username"":""epsilon11"",""email"":""test4@domain.com"",""account_active"":false,""score"":67.8},{""user_id"":5,""username"":""zeta77"",""email"":""test5@domain.com"",""account_active"":true,""score"":13.9}]}"
llama3.1:8b,0.7,43,02:26:40,02:26:45,4.454333066940308,PASS,,"{""profiles"":[{""user_id"":1,""username"":""gamma33"",""email"":""test3@domain.com"",""account_active"":true,""score"":99.9},{""user_id"":2,""username"":""delta44"",""email"":""test4@domain.com"",""account_active"":false,""score"":88.8},{""user_id"":3,""username"":""epsilon55"",""email"":""test5@domain.com"",""account_active"":true,""score"":77.7}]}"
llama3.1:8b,0.7,44,02:26:45,02:26:52,7.228085041046143,PASS,,"{
  ""profiles"": [
    {
      ""user_id"": 1,
      ""username"": ""alpha99"",
      ""email"": ""test1@domain.com"",
      ""account_active"": true,
      ""score"": 88.5
    },
    {
      ""user_id"": 2,
      ""username"": ""beta22"",
      ""email"": ""test2@domain.com"",
      ""account_active"": false,
      ""score"": 42.1
    },
    {
      ""user_id"": 3,
      ""username"": ""gamma11"",
      ""email"": ""test3@domain.com"",
      ""account_active"": true,
      ""score"": 91.8
    }
  ]
}"
llama3.1:8b,0.7,45,02:26:52,02:26:56,4.444981098175049,PASS,,"{""profiles"":[{""user_id"":1,""username"":""gamma11"",""email"":""test7@domain.com"",""account_active"":true,""score"":90.0},{""user_id"":2,""username"":""delta44"",""email"":""test8@domain.com"",""account_active"":false,""score"":23.9},{""user_id"":3,""username"":""epsilon88"",""email"":""test9@domain.com"",""account_active"":true,""score"":67.4}]}"
llama3.1:8b,0.7,46,02:26:56,02:27:01,4.445878982543945,PASS,,"{""profiles"":[{""user_id"":123,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":456,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":789,""username"":""gamma33"",""email"":""test3@domain.com"",""account_active"":true,""score"":99.8}]}"
llama3.1:8b,0.7,47,02:27:01,02:27:05,4.446765661239624,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma33"",""email"":""test3@domain.com"",""account_active"":true,""score"":91.8}]}"
llama3.1:8b,0.7,48,02:27:05,02:27:10,4.4455437660217285,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma11"",""email"":""test3@domain.com"",""account_active"":true,""score"":91.8}]}"
llama3.1:8b,0.7,49,02:27:10,02:27:14,4.446501970291138,PASS,,"{""profiles"":[{""user_id"":3,""username"":""gamma33"",""email"":""test3@domain.com"",""account_active"":false,""score"":91.8},{""user_id"":4,""username"":""delta44"",""email"":""test4@domain.com"",""account_active"":true,""score"":67.9},{""user_id"":5,""username"":""epsilon55"",""email"":""test5@domain.com"",""account_active"":true,""score"":85.2}]}"
llama3.1:8b,0.7,50,02:27:14,02:27:20,6.1010589599609375,PASS,,"{
  ""profiles"": [
    {""user_id"": 1, ""username"": ""alpha99"", ""email"": ""test1@domain.com"", ""account_active"": true, ""score"": 88.5},
    {""user_id"": 2, ""username"": ""beta22"", ""email"": ""test2@domain.com"", ""account_active"": false, ""score"": 42.1},
    {""user_id"": 3, ""username"": ""gamma11"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 95.8}
  ]
}"
llama3.1:8b,0.7,51,02:27:20,02:27:25,4.444797992706299,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma33"",""email"":""test3@domain.com"",""account_active"":true,""score"":99.9}]}"
llama3.1:8b,0.7,52,02:27:25,02:27:29,4.442791938781738,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma33"",""email"":""test3@domain.com"",""account_active"":true,""score"":95.8}]}"
llama3.1:8b,0.7,53,02:27:29,02:27:33,4.442087888717651,PASS,,"{""profiles"":[{""user_id"":3,""username"":""gamma11"",""email"":""test3@domain.com"",""account_active"":true,""score"":91.8},{""user_id"":4,""username"":""delta44"",""email"":""test4@domain.com"",""account_active"":false,""score"":69.2},{""user_id"":5,""username"":""epsilon88"",""email"":""test5@domain.com"",""account_active"":true,""score"":85.6}]}"
llama3.1:8b,0.7,54,02:27:33,02:27:38,4.456324100494385,PASS,,"{""profiles"":[{""user_id"":3,""username"":""gamma11"",""email"":""test3@domain.com"",""account_active"":true,""score"":91.8},{""user_id"":4,""username"":""delta44"",""email"":""test4@domain.com"",""account_active"":false,""score"":19.5},{""user_id"":5,""username"":""epsilon77"",""email"":""test5@domain.com"",""account_active"":true,""score"":67.2}]}"
llama3.1:8b,0.7,55,02:27:38,02:27:44,6.097574949264526,PASS,,"{
  ""profiles"": [
    {""user_id"": 1, ""username"": ""alpha99"", ""email"": ""test1@domain.com"", ""account_active"": true, ""score"": 88.5},
    {""user_id"": 2, ""username"": ""beta22"", ""email"": ""test2@domain.com"", ""account_active"": false, ""score"": 42.1},
    {""user_id"": 3, ""username"": ""gamma33"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 91.8}
  ]
}"
llama3.1:8b,0.7,56,02:27:44,02:27:48,4.492969989776611,PASS,,"{""profiles"":[{""user_id"":3,""username"":""delta77"",""email"":""test3@domain.com"",""account_active"":true,""score"":99.2},{""user_id"":4,""username"":""epsilon88"",""email"":""test4@domain.com"",""account_active"":false,""score"":76.5},{""user_id"":5,""username"":""zeta11"",""email"":""test5@domain.com"",""account_active"":true,""score"":54.8}]}"
llama3.1:8b,0.7,57,02:27:48,02:27:53,4.459743976593018,PASS,,"{""profiles"":[{""user_id"":3,""username"":""gamma44"",""email"":""test3@domain.com"",""account_active"":false,""score"":99.8},{""user_id"":4,""username"":""delta77"",""email"":""test4@domain.com"",""account_active"":true,""score"":76.2},{""user_id"":5,""username"":""epsilon11"",""email"":""test5@domain.com"",""account_active"":true,""score"":23.9}]}"
llama3.1:8b,0.7,58,02:27:53,02:27:57,4.4440388679504395,PASS,,"{""profiles"":[{""user_id"":3,""username"":""gamma11"",""email"":""test3@domain.com"",""account_active"":true,""score"":99.0},{""user_id"":4,""username"":""delta88"",""email"":""test4@domain.com"",""account_active"":false,""score"":76.8},{""user_id"":5,""username"":""epsilon66"",""email"":""test5@domain.com"",""account_active"":true,""score"":54.9}]}"
llama3.1:8b,0.7,59,02:27:57,02:28:02,4.452186107635498,PASS,,"{""profiles"":[{""user_id"":123,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":456,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":789,""username"":""gamma33"",""email"":""test3@domain.com"",""account_active"":true,""score"":91.8}]}"
llama3.1:8b,0.7,60,02:28:02,02:28:06,4.449141025543213,PASS,,"{""profiles"":[{""user_id"":3,""username"":""gamma33"",""email"":""test3@domain.com"",""account_active"":true,""score"":91.8},{""user_id"":4,""username"":""delta44"",""email"":""test4@domain.com"",""account_active"":false,""score"":69.2},{""user_id"":5,""username"":""epsilon55"",""email"":""test5@domain.com"",""account_active"":true,""score"":85.9}]}"
llama3.1:8b,0.7,61,02:28:06,02:28:11,4.446396827697754,PASS,,"{""profiles"":[{""user_id"":3,""username"":""gamma88"",""email"":""test3@domain.com"",""account_active"":true,""score"":95.9},{""user_id"":4,""username"":""delta11"",""email"":""test4@domain.com"",""account_active"":false,""score"":67.8},{""user_id"":5,""username"":""epsilon77"",""email"":""test5@domain.com"",""account_active"":true,""score"":23.4}]}"
llama3.1:8b,0.7,62,02:28:11,02:28:15,4.446038007736206,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma11"",""email"":""test3@domain.com"",""account_active"":true,""score"":99.8}]}"
llama3.1:8b,0.7,63,02:28:15,02:28:19,4.30522894859314,FAIL,"Expecting ',' delimiter: line 1 column 303 (char 302)","{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma11"",""email"":""test3@domain.com"",""account_active"":true,""score"":91}]"
llama3.1:8b,0.7,64,02:28:19,02:28:27,7.238680124282837,PASS,,"{
  ""profiles"": [
    {
      ""user_id"": 1,
      ""username"": ""alpha99"",
      ""email"": ""test1@domain.com"",
      ""account_active"": true,
      ""score"": 88.5
    },
    {
      ""user_id"": 2,
      ""username"": ""beta22"",
      ""email"": ""test2@domain.com"",
      ""account_active"": false,
      ""score"": 42.1
    },
    {
      ""user_id"": 3,
      ""username"": ""gamma55"",
      ""email"": ""test3@domain.com"",
      ""account_active"": true,
      ""score"": 99.8
    }
  ]
}"
llama3.1:8b,0.7,65,02:28:27,02:28:31,4.44146990776062,PASS,,"{""profiles"":[{""user_id"":4,""username"":""gamma33"",""email"":""test3@domain.com"",""account_active"":true,""score"":92.8},{""user_id"":5,""username"":""delta11"",""email"":""test4@domain.com"",""account_active"":false,""score"":61.9},{""user_id"":6,""username"":""epsilon88"",""email"":""test5@domain.com"",""account_active"":true,""score"":27.4}]}"
